CustomerID,Cluster,Recency,Frequency,Monetary,UniqueItemsPurchased,AvgDaysBetweenPurchases,FavoriteShoppingHour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Total_Spend,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,FavoriteShoppingDay,Rec1_StockCode,Rec1_Description,Rec2_StockCode,Rec2_Description,Rec3_StockCode,Rec3_Description
12407.0,0,49,5,1507.12,56,3.0,9,0,0.0,0.0,1507.12,376.78,277.27468306115986,71.21199999999999,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12412.0,0,74,3,1142.88,42,1.0,13,0,0.0,0.0,1142.88,380.96,88.39763118998155,-86.18,0,16014,SMALL CHINESE STYLE SCISSOR,22616,PACK OF 12 LONDON TISSUES ,84879,ASSORTED COLOUR BIRD ORNAMENT
12414.0,0,216,3,442.41,15,6.0,14,0,0.0,0.0,442.41,147.47,48.29698437790916,6.045000000000002,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12422.0,0,95,3,683.5600000000001,38,6.0,9,0,0.0,0.0,683.5600000000001,227.85333333333327,75.39590528227203,-45.400000000000006,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12424.0,0,162,2,1760.96,30,0.0,12,0,0.0,0.0,1760.96,1760.96,0.0,0.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12429.0,0,8,4,3388.4,81,3.0,12,0,0.0,0.0,3388.4,847.1,325.3753528875023,-11.452000000000009,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12438.0,0,13,2,2466.85,83,1.0,13,0,0.0,0.0,2466.85,1233.425,655.2829251933855,926.71,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12449.0,0,21,4,3596.29,117,0.0,9,0,0.0,0.0,3596.29,899.0725,233.0676729156863,157.809,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12455.0,0,72,5,2339.86,84,2.0,9,0,0.0,0.0,2339.86,467.972,685.4232305079834,-302.864,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12458.0,0,70,2,787.4,34,6.0,10,0,0.0,0.0,787.4,393.7000000000001,44.94370701221694,63.56,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12464.0,0,9,8,957.05,5,14.0,13,0,0.0,0.0,957.05,191.41,124.156153693645,9.940000000000008,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12480.0,0,27,4,2885.63,128,2.0,14,0,0.0,0.0,2885.63,721.4075,206.03467626834075,60.39499999999998,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12488.0,0,9,3,1244.66,45,1.0,10,0,0.0,0.0,1244.66,414.8866666666667,178.04314261811191,-38.089999999999975,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12490.0,0,4,10,4859.93,130,1.0,13,0,0.0,0.0,4859.93,607.49125,345.208488533172,44.769880952380944,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12492.0,0,62,2,227.21,18,2.0,15,0,0.0,0.0,227.21,113.60500000000002,7.37512372777568,10.429999999999993,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12498.0,0,20,3,349.70000000000005,20,1.0,9,0,0.0,0.0,349.70000000000005,174.85000000000002,51.47737367038069,-72.80000000000004,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12502.0,0,95,5,2995.87,101,1.0,11,0,0.0,0.0,2995.87,599.174,183.36386675133136,84.02700000000002,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12508.0,0,25,2,398.27,57,0.0,16,0,0.0,0.0,398.27,398.27,0.0,0.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12510.0,0,142,2,814.5699999999999,28,6.0,14,0,0.0,0.0,814.5699999999999,407.285,268.3682366637304,-379.53,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12512.0,0,65,2,138.03,31,0.0,14,0,0.0,0.0,138.03,138.03,0.0,0.0,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12516.0,0,77,2,1186.06,19,4.0,9,0,0.0,0.0,1186.06,593.03,90.26925168627469,127.65999999999995,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12518.0,0,0,5,1840.89,83,0.0,10,0,0.0,0.0,1840.89,368.178,80.32590690431078,-0.9319999999999994,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12522.0,0,38,2,156.72,10,1.0,14,0,0.0,0.0,156.72,156.72,0.0,0.0,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12524.0,0,8,8,3945.72,112,2.0,13,0,0.0,0.0,3945.72,563.6742857142857,404.11300531151534,28.038928571428578,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT
12526.0,0,0,3,1172.66,63,1.0,9,0,0.0,0.0,1172.66,390.8866666666667,131.05017410645945,-121.61,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12527.0,0,81,3,330.71000000000004,17,15.0,12,0,0.0,0.0,330.71000000000004,110.23666666666668,44.460018368567205,-25.365,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12535.0,0,91,2,716.35,28,2.0,12,0,0.0,0.0,716.35,358.17499999999995,18.773685040502823,-26.55000000000001,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12541.0,0,29,3,841.18,45,5.0,10,0,0.0,0.0,841.18,280.3933333333334,82.72280540052623,38.319999999999965,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12545.0,0,74,2,832.39,41,3.0,12,0,0.0,0.0,832.39,416.195,180.95569637344937,-255.91,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12547.0,0,197,2,151.79999999999998,6,16.0,12,0,0.0,0.0,151.79999999999998,75.9,78.48885271170678,-111.0,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12556.0,0,49,2,603.71,100,0.0,13,0,0.0,0.0,603.71,301.855,15.619988796410835,-22.08999999999997,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12562.0,0,7,7,3385.74,98,1.0,8,0,0.0,0.0,3385.74,483.6771428571428,99.97234729568731,23.467500000000005,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12571.0,0,39,2,519.61,31,2.0,10,0,0.0,0.0,519.61,259.805,16.199816356983792,22.91,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12582.0,0,238,2,351.36,20,2.0,11,0,0.0,0.0,351.36,175.68,14.877526676164944,21.039999999999992,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12589.0,0,28,2,574.68,28,3.0,10,0,0.0,0.0,574.68,287.34000000000003,245.8468856829388,347.68,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12592.0,0,91,2,401.6,10,8.0,13,0,0.0,0.0,401.6,200.8,18.384776310850235,-26.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12593.0,0,108,3,382.1,13,5.0,9,0,0.0,0.0,382.1,191.05,12.657211383239217,-17.900000000000006,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12594.0,0,37,9,3208.2200000000003,49,2.0,12,0,0.0,0.0,3208.2200000000003,356.4688888888889,257.42545180325726,22.661666666666672,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12596.0,0,50,2,450.27,24,7.0,13,0,0.0,0.0,450.27,225.135,15.817978695143072,22.370000000000005,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12599.0,0,28,7,888.58,31,5.0,13,0,0.0,0.0,888.58,148.09666666666666,65.35278958595927,-13.53085714285715,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12600.0,0,28,10,2311.04,31,6.0,10,0,0.0,0.0,2311.04,256.78222222222223,79.07218328492294,5.448833333333335,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12603.0,0,21,1,613.1999999999999,1,6.5,10,0,0.0,0.0,613.1999999999999,613.1999999999999,0.0,0.0,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12604.0,0,78,2,236.18,14,13.0,12,0,0.0,0.0,236.18,118.09,59.97679718024296,-84.82,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12609.0,0,77,3,964.85,56,4.0,15,0,0.0,0.0,964.85,321.6166666666667,89.68371777158512,19.095,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT
12611.0,0,51,1,1193.32,65,0.0,13,0,0.0,0.0,1193.32,1193.32,0.0,0.0,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12615.0,0,1,4,2093.19,81,1.0,10,0,0.0,0.0,2093.19,523.2975,97.06097924329153,-50.13699999999999,3,16014,SMALL CHINESE STYLE SCISSOR,22616,PACK OF 12 LONDON TISSUES ,15036,ASSORTED COLOURS SILK FAN
12620.0,0,14,3,1303.41,88,2.0,10,0,0.0,0.0,1303.41,434.47,110.35854429993172,-98.78499999999998,4,16014,SMALL CHINESE STYLE SCISSOR,22616,PACK OF 12 LONDON TISSUES ,84879,ASSORTED COLOUR BIRD ORNAMENT
12627.0,0,10,6,4082.53,161,0.0,15,0,0.0,0.0,4082.53,816.506,236.18740923258372,-32.29099999999999,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12630.0,0,9,2,1030.88,59,0.0,10,0,0.0,0.0,1030.88,515.44,93.83306986345484,-132.69999999999993,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12640.0,0,23,3,994.58,46,1.0,12,0,0.0,0.0,994.58,497.29,250.74006460874972,-354.6,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12642.0,0,24,3,905.26,38,1.0,9,0,0.0,0.0,905.26,301.75333333333333,40.08007027605282,-5.799999999999983,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12643.0,0,127,6,3041.64,10,12.0,12,0,0.0,0.0,3041.64,760.41,246.70223914670905,83.78400000000002,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12646.0,0,4,2,1346.97,43,1.0,12,0,0.0,0.0,1346.97,673.4849999999999,82.31430039792593,-116.40999999999995,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12653.0,0,148,2,2209.85,37,3.0,10,0,0.0,0.0,2209.85,1104.925,460.7861339602137,651.65,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12654.0,0,10,5,529.98,30,8.0,10,0,0.0,0.0,529.98,176.66,44.71883607608768,39.81500000000001,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12664.0,0,7,9,4391.88,9,11.0,12,0,0.0,0.0,4391.88,627.4114285714286,217.89538831195816,51.00571428571428,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12673.0,0,4,2,574.52,41,8.0,11,0,0.0,0.0,574.52,287.26,93.8472119990786,132.72,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12676.0,0,24,6,1091.39,32,7.0,15,0,0.0,0.0,1091.39,181.89833333333337,143.31631343523551,-49.43742857142857,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12680.0,0,0,4,790.81,32,2.0,12,0,0.0,0.0,790.81,263.6033333333333,13.275828913229208,-13.16499999999999,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12684.0,0,7,6,2073.63,59,2.0,10,0,0.0,0.0,2073.63,414.726,254.71132518990984,-129.279,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12689.0,0,25,2,1139.61,56,1.0,8,0,0.0,0.0,1139.61,569.805,134.03209037391005,189.54999999999995,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12691.0,0,27,5,927.8,20,12.0,14,0,0.0,0.0,927.8,185.56,59.33054019642836,8.77,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12694.0,0,69,2,761.67,31,3.0,17,0,0.0,0.0,761.67,380.835,6.597306268470497,-9.329999999999984,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12695.0,0,6,4,582.1,23,7.0,12,0,0.0,0.0,582.1,145.525,75.17247390723105,-9.400000000000002,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12700.0,0,7,4,4525.99,192,0.0,9,0,0.0,0.0,4525.99,1131.4975,197.4500425213089,103.253,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12701.0,0,79,2,725.71,49,3.0,10,0,0.0,0.0,725.71,362.855,87.36304281559794,123.55,2,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES ,84879,ASSORTED COLOUR BIRD ORNAMENT
12704.0,0,6,8,1740.84,63,2.0,10,0,0.0,0.0,1740.84,348.168,206.1349523249272,-35.73500000000001,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12714.0,0,8,5,4294.86,215,1.0,9,0,0.0,0.0,4294.86,858.9720000000001,294.9200544554405,96.86200000000002,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12716.0,0,3,2,963.49,59,1.0,13,0,0.0,0.0,963.49,481.745,201.03752895914732,-284.31,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12717.0,0,150,2,830.98,48,1.0,10,0,0.0,0.0,830.98,415.49,133.2896282536642,-188.5,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12723.0,0,3,5,707.07,52,0.0,15,0,0.0,0.0,707.07,235.69,154.72517991587537,-120.06499999999998,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT
12724.0,0,4,4,923.41,46,6.0,12,0,0.0,0.0,923.41,230.8525,175.35129338464165,54.137000000000015,0,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12726.0,0,27,7,2411.1,56,2.0,13,0,0.0,0.0,2411.1,344.4428571428571,186.38948376220924,60.21571428571429,4,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12728.0,0,70,4,728.33,37,6.0,13,0,0.0,0.0,728.33,182.0825,38.58266309713037,-10.123,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12735.0,0,314,2,689.5699999999999,37,0.0,14,0,0.0,0.0,689.5699999999999,689.5699999999999,0.0,0.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12743.0,0,133,2,546.43,114,0.0,16,0,0.0,0.0,546.43,546.43,0.0,0.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12747.0,0,1,11,4196.01,42,3.0,14,1,0.0,0.0,4196.01,466.22333333333336,195.16695974216532,-13.040333333333328,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12759.0,0,51,3,1411.44,80,2.0,9,0,0.0,0.0,1411.44,470.48,106.00262638255715,-5.439999999999998,1,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12764.0,0,316,1,1693.88,45,0.0,10,0,0.0,0.0,1693.88,1693.88,0.0,0.0,3,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
12766.0,0,3,7,6457.63,204,1.0,13,0,0.0,0.0,6457.63,922.5185714285716,276.0964849727097,15.689642857142866,2,16014,SMALL CHINESE STYLE SCISSOR,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,22616,PACK OF 12 LONDON TISSUES 
