CustomerID,Recency,Frequency,Monetary,UniqueItemsPurchased,AvgDaysBetweenPurchases,FavoriteShoppingHour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Total_Spend,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,FavoriteShoppingDay
12414,216,3,442.41,15,6.0,14,0,0.0,0.0,442.41,147.47,48.29698437790916,6.045000000000002,2
12415,23,24,123638.18,443,0.0,10,0,4.0,0.16666666666666666,123638.18,11239.834545454547,8039.048718572818,-8.166181818181865,1
12417,2,12,3155.8,157,1.0,14,0,3.0,0.25,3155.8,350.64444444444445,217.88428248218773,0.31150000000000466,3
12418,112,1,668.58,34,0.0,11,0,0.0,0.0,668.58,668.58,0.0,0.0,4
12420,63,1,600.39,29,0.0,8,0,0.0,0.0,600.39,600.39,0.0,0.0,4
12421,15,4,639.04,31,7.0,13,0,0.0,0.0,639.04,159.76,24.61234514087054,5.55,6
12422,95,3,683.5600000000001,38,6.0,9,0,0.0,0.0,683.5600000000001,227.85333333333332,75.39590528227203,-45.400000000000006,4
12423,0,9,1624.11,96,3.0,10,0,1.0,0.1111111111111111,1624.11,180.45666666666668,103.4306682033912,-17.364500000000003,0
12424,162,2,1760.96,30,0.0,12,0,0.0,0.0,1760.96,1760.96,0.0,0.0,3
12425,77,1,777.2,36,0.0,17,0,0.0,0.0,777.2,777.2,0.0,0.0,3
12426,194,1,510.73,29,0.0,12,0,0.0,0.0,510.73,510.73,0.0,0.0,6
12427,11,5,582.37,25,11.0,15,0,2.0,0.4,582.37,194.12333333333333,51.687962170444806,-24.655,0
12428,25,11,6366.0,256,0.0,9,0,3.0,0.2727272727272727,6366.0,1273.2,2004.1037169892181,-880.158,1
12429,8,4,3388.4,81,3.0,12,0,0.0,0.0,3388.4,847.1,325.3753528875023,-11.452000000000009,0
12430,42,1,216.4,10,0.0,15,0,0.0,0.0,216.4,216.4,0.0,0.0,3
12431,35,18,6311.39,162,1.0,14,0,3.0,0.16666666666666666,6311.39,701.2655555555556,352.58532556358296,8.237166666666674,3
12432,42,4,4359.32,106,1.0,13,0,0.0,0.0,4359.32,2179.6600000000003,1607.9608204182093,-2274.0,0
12433,0,7,13375.87,219,0.0,13,0,0.0,0.0,13375.87,2675.174,814.6626220282847,-206.168,2
12434,84,4,765.19,49,5.0,12,0,2.0,0.5,765.19,191.2975,262.5452615423354,134.347,4
12435,79,2,7829.89,31,5.0,7,0,0.0,0.0,7829.89,3914.945,90.57330760218497,-128.09000000000015,3
12436,99,1,429.01000000000005,15,0.0,12,0,0.0,0.0,429.01000000000005,429.01000000000005,0.0,0.0,3
12437,1,19,4392.66,117,1.0,9,0,1.0,0.05263157894736842,4392.66,439.26599999999996,377.385354223269,35.112848484848485,2
12438,13,2,2466.85,83,1.0,13,0,0.0,0.0,2466.85,1233.425,655.2829251933855,926.71,4
12441,366,1,155.55,10,0.0,10,0,0.0,0.0,155.55,155.55,0.0,0.0,2
12442,2,1,144.06,11,0.0,14,0,0.0,0.0,144.06,144.06,0.0,0.0,1
12444,20,5,4085.46,137,0.0,14,0,0.0,0.0,4085.46,817.092,595.3342472678689,-226.51800000000003,1
12445,21,1,77.4,3,0.0,18,0,0.0,0.0,77.4,77.4,0.0,0.0,3
12446,57,1,1002.3100000000001,57,0.0,12,0,0.0,0.0,1002.3100000000001,1002.3100000000001,0.0,0.0,3
12447,242,1,431.49,25,0.0,13,0,0.0,0.0,431.49,431.49,0.0,0.0,6
12448,43,1,365.45,21,0.0,13,0,0.0,0.0,365.45,365.45,0.0,0.0,2
12449,21,4,3596.29,117,0.0,9,0,0.0,0.0,3596.29,899.0725,233.06767291568633,157.809,3
12450,155,2,197.88,7,2.0,14,0,0.0,0.0,197.88,98.94,4.157787873376896,-5.8799999999999955,6
12451,10,6,8893.52,264,0.0,9,0,1.0,0.16666666666666666,8893.52,1778.7040000000002,1243.6456640980982,-339.14899999999994,2
12452,16,1,348.57,20,0.0,8,0,0.0,0.0,348.57,348.57,0.0,0.0,2
12453,133,1,707.09,43,0.0,14,0,0.0,0.0,707.09,707.09,0.0,0.0,3
12454,52,2,5.684341886080802e-14,15,0.0,15,0,1.0,0.5,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,4
12455,72,5,2339.86,84,2.0,9,0,0.0,0.0,2339.86,467.97200000000004,685.4232305079834,-302.864,2
12456,43,4,2553.89,104,1.0,15,0,1.0,0.25,2553.89,638.4725000000001,462.71351139230853,-114.59699999999998,2
12457,57,11,1597.78,52,2.0,15,0,5.0,0.45454545454545453,1597.78,399.445,486.68425503605516,-114.10200000000002,2
12458,70,2,787.4,34,6.0,10,0,0.0,0.0,787.4,393.70000000000005,44.94370701221694,63.56,0
12461,154,1,626.88,34,0.0,10,0,0.0,0.0,626.88,626.88,0.0,0.0,4
12462,1,4,872.01,50,4.0,14,0,2.0,0.5,872.01,290.66999999999996,312.4107618184751,-309.04499999999996,2
12463,45,6,1165.63,65,2.0,13,0,2.0,0.3333333333333333,1165.63,291.4075,25.1912966121238,-1.812999999999991,1
12464,9,8,957.05,5,14.0,13,0,0.0,0.0,957.05,191.41,124.156153693645,9.940000000000007,3
12465,7,3,673.89,45,3.0,13,0,1.0,0.3333333333333333,673.89,224.63,213.47274463031576,-209.62,3
12468,142,3,652.04,35,4.0,11,0,1.0,0.3333333333333333,652.04,217.3466666666667,240.90112086358863,-95.045,6
12471,1,45,16358.92,150,0.0,9,0,18.0,0.4,16358.92,1363.2433333333333,901.0229872290449,66.24083916083916,3
12472,30,13,5725.48,225,0.0,14,0,6.0,0.46153846153846156,5725.48,715.6850000000001,528.5156949419762,-39.99714285714286,2
12473,53,4,2555.77,138,0.0,11,0,1.0,0.25,2555.77,851.9233333333333,627.2661234542587,506.12499999999994,0
12474,16,30,6486.47,252,0.0,10,0,12.0,0.4,6486.47,589.679090909091,488.1994494149813,90.82863636363636,1
12475,53,1,669.38,35,0.0,10,0,0.0,0.0,669.38,669.38,0.0,0.0,0
12476,0,20,5628.58,176,1.0,10,0,9.0,0.45,5628.58,511.6890909090909,588.2201773733123,50.35363636363637,3
12477,22,9,13117.01,192,0.0,9,0,3.0,0.3333333333333333,13117.01,2186.1683333333335,1381.2143139920995,-158.11971428571428,4
12478,3,1,545.99,35,0.0,9,0,0.0,0.0,545.99,545.99,0.0,0.0,1
12479,3,3,423.3,30,0.0,13,0,2.0,0.6666666666666666,423.3,211.65,369.887557238683,-523.0999999999999,0
12480,27,4,2885.63,128,2.0,14,0,0.0,0.0,2885.63,721.4075,206.03467626834077,60.39499999999998,4
12481,22,11,5014.86,149,1.0,10,0,1.0,0.09090909090909091,5014.86,626.8575,384.4675127553507,10.207380952380944,0
12483,16,11,1873.13,45,4.0,11,0,3.0,0.2727272727272727,1873.13,267.59000000000003,100.64136724031523,1.4885714285714267,1
12484,34,6,3907.27,255,0.0,13,0,2.0,0.3333333333333333,3907.27,651.2116666666667,547.2825335570894,-30.181428571428583,4
12488,9,3,1244.66,45,1.0,10,0,0.0,0.0,1244.66,414.8866666666667,178.04314261811191,-38.089999999999975,2
12489,335,1,298.93,14,0.0,13,0,0.0,0.0,298.93,298.93,0.0,0.0,4
12490,4,10,4859.93,130,1.0,13,0,0.0,0.0,4859.93,607.49125,345.208488533172,44.769880952380944,2
12491,38,1,424.40000000000003,24,0.0,12,0,0.0,0.0,424.40000000000003,424.40000000000003,0.0,0.0,1
12492,62,2,227.21,18,2.0,15,0,0.0,0.0,227.21,113.60500000000002,7.37512372777568,10.429999999999993,4
12493,165,3,362.79,18,1.0,14,0,1.0,0.3333333333333333,362.79,181.395,2.609224022578359,3.6899999999999977,3
12494,9,13,995.35,62,4.0,13,0,6.0,0.46153846153846156,995.35,142.19285714285715,127.42034292245565,17.60178571428571,3
12497,81,1,953.1,13,0.0,12,0,0.0,0.0,953.1,953.1,0.0,0.0,0
12498,20,3,349.70000000000005,20,1.0,9,0,0.0,0.0,349.70000000000005,174.85000000000002,51.47737367038069,-72.80000000000004,3
12500,22,13,4026.27,33,5.0,10,0,2.0,0.15384615384615385,4026.27,575.1814285714286,555.9034831224023,126.64964285714285,4
12501,314,2,1945.68,148,0.0,12,0,1.0,0.5,1945.68,1945.68,0.0,0.0,4
12502,95,5,2995.87,101,1.0,11,0,0.0,0.0,2995.87,599.174,183.36386675133136,84.02700000000002,3
12504,17,4,59.99999999999999,5,0.0,16,0,2.0,0.5,59.99999999999999,59.99999999999999,0.0,0.0,0
12506,232,1,73.5,23,0.0,8,0,0.0,0.0,73.5,73.5,0.0,0.0,3
12507,133,4,1006.06,18,8.0,9,0,1.0,0.25,1006.06,503.03,199.2202645314979,281.73999999999995,0
12508,25,2,398.27,57,0.0,16,0,0.0,0.0,398.27,398.27,0.0,0.0,3
12509,283,1,158.5,6,0.0,14,0,0.0,0.0,158.5,158.5,0.0,0.0,0
12510,142,2,814.5699999999999,28,6.0,14,0,0.0,0.0,814.5699999999999,407.28499999999997,268.36823666373033,-379.53,1
12512,65,2,138.03,31,0.0,14,0,0.0,0.0,138.03,138.03,0.0,0.0,1
12513,84,2,532.79,34,0.0,10,0,1.0,0.5,532.79,266.395,412.8018677888946,-583.79,4
12514,266,1,1017.68,51,0.0,16,0,0.0,0.0,1017.68,1017.68,0.0,0.0,3
12515,352,1,278.7,15,0.0,15,0,0.0,0.0,278.7,278.7,0.0,0.0,1
12516,77,2,1186.06,19,4.0,9,0,0.0,0.0,1186.06,593.03,90.26925168627467,127.65999999999997,4
12517,27,5,2284.89,231,0.0,15,0,1.0,0.2,2284.89,571.2225,182.7057078792742,-123.643,3
12518,0,5,1840.89,83,0.0,10,0,0.0,0.0,1840.89,368.178,80.32590690431078,-0.9319999999999994,4
12519,63,1,286.84,16,0.0,9,0,0.0,0.0,286.84,286.84,0.0,0.0,4
12520,78,6,2294.5099999999998,120,1.0,11,0,1.0,0.16666666666666666,2294.5099999999998,573.6275,332.3462157023406,-171.67100000000002,4
12521,142,1,545.68,37,0.0,10,0,0.0,0.0,545.68,545.68,0.0,0.0,2
12522,38,2,156.72,10,1.0,14,0,0.0,0.0,156.72,156.72,0.0,0.0,0
12523,1,13,1655.57,83,3.0,9,0,2.0,0.15384615384615385,1655.57,165.557,109.13286418652979,6.450848484848487,2
12524,8,8,3945.72,112,2.0,13,0,0.0,0.0,3945.72,563.6742857142857,404.1130053115153,28.038928571428578,3
12526,0,3,1172.66,63,1.0,9,0,0.0,0.0,1172.66,390.8866666666667,131.05017410645945,-121.60999999999999,0
12527,81,3,330.71000000000004,17,15.0,12,0,0.0,0.0,330.71000000000004,110.23666666666668,44.460018368567205,-25.365000000000002,1
12528,8,8,1634.28,49,3.0,9,0,2.0,0.25,1634.28,272.38000000000005,93.74222485091764,-18.703428571428567,0
12530,59,5,1461.63,50,4.0,10,0,1.0,0.2,1461.63,365.4075,33.53104370082547,17.408999999999985,1
12531,14,1,125.22,17,0.0,11,0,0.0,0.0,125.22,125.22,0.0,0.0,4
12532,29,1,313.83000000000004,15,0.0,13,0,0.0,0.0,313.83000000000004,313.83000000000004,0.0,0.0,2
12534,130,1,981.18,62,0.0,10,0,0.0,0.0,981.18,981.18,0.0,0.0,0
12535,91,2,716.35,28,2.0,12,0,0.0,0.0,716.35,358.17499999999995,18.773685040502826,-26.55000000000001,0
12536,7,2,4151.26,259,0.0,14,0,1.0,0.5,4151.26,2075.63,3117.0398285552915,-4408.16,1
12538,28,1,363.95,21,0.0,17,0,0.0,0.0,363.95,363.95,0.0,0.0,3
12539,21,4,5568.35,157,1.0,9,0,0.0,0.0,5568.35,1856.1166666666668,1364.6095347876376,-1190.52,3
12540,19,19,11489.039999999999,277,0.0,10,0,2.0,0.10526315789473684,11489.039999999999,1044.4581818181819,609.5413450098063,57.79545454545455,1
12541,29,3,841.18,45,5.0,10,0,0.0,0.0,841.18,280.3933333333334,82.72280540052623,38.319999999999965,3
12544,29,2,299.7,18,0.0,16,0,1.0,0.5,299.7,299.7,0.0,0.0,3
12545,74,2,832.39,41,3.0,12,0,0.0,0.0,832.39,416.195,180.95569637344934,-255.90999999999997,4
12546,46,3,1001.5,58,0.0,9,0,1.0,0.3333333333333333,1001.5,500.75,248.12376951835952,-350.90000000000003,4
12547,197,2,151.79999999999998,6,16.0,12,0,0.0,0.0,151.79999999999998,75.9,78.48885271170678,-111.0,4
12548,165,1,67.19999999999999,4,0.0,15,0,0.0,0.0,67.19999999999999,67.19999999999999,0.0,0.0,6
12550,78,1,824.83,56,0.0,14,0,0.0,0.0,824.83,824.83,0.0,0.0,2
12551,357,1,168.0,10,0.0,11,0,0.0,0.0,168.0,168.0,0.0,0.0,4
12552,39,1,317.82,19,0.0,12,0,0.0,0.0,317.82,317.82,0.0,0.0,0
12553,7,14,3238.25,94,1.0,10,0,4.0,0.2857142857142857,3238.25,359.80555555555554,185.09694548473183,-1.3673333333333346,4
12556,49,2,603.71,100,0.0,13,0,0.0,0.0,603.71,301.855,15.619988796410837,-22.089999999999975,0
12557,15,5,11990.960000000001,15,11.0,13,0,0.0,0.0,11990.960000000001,2398.192,1589.420208415635,546.9219999999999,0
12558,1,2,1.0658141036401503e-14,11,0.0,10,0,1.0,0.5,1.0658141036401503e-14,1.0658141036401503e-14,0.0,0.0,4
12559,310,3,500.21000000000004,20,0.0,10,0,1.0,0.3333333333333333,500.21000000000004,250.10500000000002,282.8497835424309,-400.01,0
12560,4,3,1885.39,91,1.0,15,0,1.0,0.3333333333333333,1885.39,628.4633333333333,662.4693224846968,-333.30499999999995,1
12561,302,1,238.85,16,0.0,11,0,0.0,0.0,238.85,238.85,0.0,0.0,3
12562,7,7,3385.7400000000002,98,1.0,8,0,0.0,0.0,3385.7400000000002,483.6771428571428,99.97234729568733,23.467500000000005,3
12564,260,1,402.9,20,0.0,14,0,0.0,0.0,402.9,402.9,0.0,0.0,2
12565,281,2,131.17,9,0.0,10,0,1.0,0.5,131.17,65.585,113.61084653324258,-160.67,3
12566,72,2,292.7,18,0.0,14,0,1.0,0.5,292.7,292.7,0.0,0.0,2
12567,22,11,8322.94,322,0.0,11,0,1.0,0.09090909090909091,8322.94,1188.9914285714287,472.90436321482497,-45.25750000000002,6
12569,1,33,3128.9900000000002,91,1.0,14,0,1.0,0.030303030303030304,3128.9900000000002,347.66555555555556,163.0690485738412,18.505666666666666,3
12571,39,2,519.61,31,2.0,10,0,0.0,0.0,519.61,259.805,16.199816356983792,22.909999999999997,0
12572,8,3,896.72,52,0.0,8,0,1.0,0.3333333333333333,896.72,448.36,20.760655095637045,-29.360000000000014,2
12573,226,1,160.54000000000002,26,0.0,15,0,0.0,0.0,160.54000000000002,160.54000000000002,0.0,0.0,1
12574,315,1,182.45000000000002,10,0.0,9,0,0.0,0.0,182.45000000000002,182.45000000000002,0.0,0.0,4
12576,35,6,1306.98,72,3.0,10,0,1.0,0.16666666666666666,1306.98,261.396,81.32888373757504,34.575999999999986,4
12577,34,4,591.45,136,2.0,13,0,1.0,0.25,591.45,295.725,141.18801099951793,199.67000000000002,4
12578,20,4,2361.36,111,2.0,15,0,2.0,0.5,2361.36,1180.68,269.87437410765773,-381.65999999999997,3
12579,72,2,374.72,28,0.0,17,0,1.0,0.5,374.72,374.72,0.0,0.0,3
12580,246,1,379.7,23,0.0,10,0,0.0,0.0,379.7,379.7,0.0,0.0,3
12581,39,1,179.71,14,0.0,8,0,0.0,0.0,179.71,179.71,0.0,0.0,0
12582,238,2,351.36,20,2.0,11,0,0.0,0.0,351.36,175.68,14.877526676164944,21.039999999999992,3
12583,2,17,6629.34,114,1.0,12,0,2.0,0.11764705882352941,6629.34,552.445,269.61472257143663,4.223006993006998,4
12584,3,18,1809.95,43,2.0,13,0,9.0,0.5,1809.95,226.24375,185.93285146890298,6.566309523809526,1
12585,233,4,1766.81,76,1.0,12,0,2.0,0.5,1766.81,588.9366666666666,609.3044444555885,-243.42499999999995,3
12586,16,2,179.94000000000003,12,31.0,16,0,1.0,0.5,179.94000000000003,89.97000000000001,151.27842476704998,213.94000000000003,1
12587,7,1,104.0,3,0.0,12,0,0.0,0.0,104.0,104.0,0.0,0.0,4
12588,38,1,174.89999999999998,9,0.0,15,0,0.0,0.0,174.89999999999998,174.89999999999998,0.0,0.0,0
12589,28,2,574.68,28,3.0,10,0,0.0,0.0,574.68,287.34000000000003,245.84688568293882,347.68,4
12590,189,2,9338.38,67,0.0,14,0,1.0,0.5,9338.38,4669.1900000000005,6607.304758356467,-9344.14,3
12591,316,1,368.85,25,0.0,14,0,0.0,0.0,368.85,368.85,0.0,0.0,2
12592,91,2,401.6,10,8.0,13,0,0.0,0.0,401.6,200.8,18.384776310850235,-26.0,3
12593,108,3,382.09999999999997,13,5.0,9,0,0.0,0.0,382.09999999999997,191.05,12.657211383239215,-17.900000000000006,3
12594,37,9,3208.2200000000003,49,2.0,12,0,0.0,0.0,3208.2200000000003,356.4688888888889,257.42545180325726,22.661666666666672,0
12596,50,2,450.27,24,7.0,13,0,0.0,0.0,450.27,225.135,15.817978695143072,22.370000000000005,0
12597,18,5,3067.13,183,1.0,13,0,1.0,0.2,3067.13,766.7825,797.5366717326127,6.0949999999999935,6
12598,9,8,2786.68,83,2.0,12,0,1.0,0.125,2786.68,464.4466666666667,365.4300665608492,86.30400000000002,4
12599,28,7,888.58,31,5.0,13,0,0.0,0.0,888.58,148.09666666666666,65.35278958595929,-13.53085714285715,1
12600,28,10,2311.04,31,6.0,10,0,0.0,0.0,2311.04,256.78222222222223,79.07218328492294,5.448833333333335,4
12601,189,6,479.56,20,6.0,10,0,1.0,0.16666666666666666,479.56,95.912,29.14214679806551,-13.232,3
12602,58,1,153.12,12,0.0,11,0,0.0,0.0,153.12,153.12,0.0,0.0,2
12603,21,1,613.1999999999999,1,,10,0,0.0,0.0,613.1999999999999,613.1999999999999,0.0,0.0,4
12604,78,2,236.18,14,13.0,12,0,0.0,0.0,236.18,118.09,59.976797180242954,-84.82,2
12605,364,1,-7.5,3,0.0,15,0,1.0,1.0,-7.5,-7.5,0.0,0.0,3
12607,57,2,3.552713678800501e-15,101,0.0,16,0,1.0,0.5,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0
12609,77,3,964.85,56,4.0,15,0,0.0,0.0,964.85,321.6166666666667,89.68371777158512,19.095,0
12610,22,6,1705.99,84,0.0,13,0,2.0,0.3333333333333333,1705.99,568.6633333333333,471.65553005698274,-457.25,4
12611,51,1,1193.32,65,0.0,13,0,0.0,0.0,1193.32,1193.32,0.0,0.0,1
12612,57,2,607.59,18,0.0,15,0,1.0,0.5,607.59,303.795,515.1202190265881,-728.49,0
12613,30,5,2966.98,123,1.0,14,0,1.0,0.2,2966.98,741.745,775.5474829005205,-145.618,3
12614,277,1,315.6,20,0.0,10,0,0.0,0.0,315.6,315.6,0.0,0.0,0
12615,1,4,2093.19,81,1.0,10,0,0.0,0.0,2093.19,523.2975,97.06097924329151,-50.136999999999986,3
12616,84,5,585.25,24,6.0,15,0,3.0,0.6,585.25,195.08333333333334,199.9736565983963,95.24999999999999,0
12617,28,1,355.53,39,0.0,14,0,0.0,0.0,355.53,355.53,0.0,0.0,3
12618,21,1,137.31,10,0.0,11,0,0.0,0.0,137.31,137.31,0.0,0.0,4
12619,15,11,2908.81,48,2.0,14,0,3.0,0.2727272727272727,2908.81,484.8016666666667,205.6785500159573,90.85685714285715,3
12620,14,3,1303.41,88,2.0,10,0,0.0,0.0,1303.41,434.46999999999997,110.35854429993172,-98.78499999999998,4
12621,1,23,12334.07,260,0.0,11,0,3.0,0.13043478260869565,12334.07,1027.8391666666666,452.6088638198918,-48.325139860139856,3
12622,231,1,162.1,10,0.0,16,0,0.0,0.0,162.1,162.1,0.0,0.0,3
12623,275,1,269.1,17,0.0,13,0,0.0,0.0,269.1,269.1,0.0,0.0,1
12624,105,2,569.13,35,2.0,12,0,0.0,0.0,569.13,284.565,29.168154723945086,41.25,3
12625,211,3,2362.32,73,1.0,13,0,1.0,0.3333333333333333,2362.32,787.4399999999999,821.6438442537009,-383.7099999999999,0
12626,22,13,5722.35,231,1.0,11,0,4.0,0.3076923076923077,5722.35,817.4785714285714,567.7603922850017,44.190714285714286,3
12627,10,6,4082.53,161,0.0,15,0,0.0,0.0,4082.53,816.506,236.18740923258378,-32.29099999999999,3
12628,3,4,715.61,33,1.0,9,0,1.0,0.25,715.61,238.53666666666666,66.82943388457913,-59.194999999999986,3
12630,9,2,1030.88,59,0.0,10,0,0.0,0.0,1030.88,515.44,93.83306986345485,-132.69999999999993,3
12631,56,1,480.5,30,0.0,13,0,0.0,0.0,480.5,480.5,0.0,0.0,3
12633,58,5,1906.63,72,2.0,10,0,1.0,0.2,1906.63,381.326,375.62230675240795,-184.07100000000003,4
12635,89,2,1509.18,95,0.0,11,0,0.0,0.0,1509.18,754.5899999999999,176.70598461851824,249.89999999999998,6
12637,66,9,5809.25,204,0.0,15,0,1.0,0.1111111111111111,5809.25,968.2083333333334,904.5691261460712,54.27400000000001,0
12638,32,1,511.69,38,0.0,13,0,0.0,0.0,511.69,511.69,0.0,0.0,6
12639,238,1,366.1,21,0.0,12,0,0.0,0.0,366.1,366.1,0.0,0.0,4
12640,23,3,994.58,46,1.0,12,0,0.0,0.0,994.58,497.29,250.74006460874978,-354.6,0
12641,114,1,145.9,9,0.0,13,0,0.0,0.0,145.9,145.9,0.0,0.0,1
12642,24,3,905.26,38,1.0,9,0,0.0,0.0,905.26,301.75333333333333,40.08007027605282,-5.799999999999983,2
